City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
68,Vaijapur,IN,65.44,scattered clouds,19.9167,74.7333,HOTEL MATOSHRI
69,Mizdah,LY,49.5,overcast clouds,31.4451,12.9801,محمدالمبروك الاريقط
70,Tura,IN,61.21,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
73,Panaba,MX,73.47,scattered clouds,21.2833,-88.2667,Hotel California
75,Sao Joao Da Barra,BR,75.38,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
76,Kapaa,US,80.58,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
78,Hilton Head Island,US,68.11,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
79,Waipawa,NZ,56.3,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
80,Ponta Do Sol,PT,65.01,broken clouds,32.6667,-17.1,Hotel do Campo
81,Oussouye,SN,74.17,overcast clouds,12.485,-16.5469,Auberge du Routard
82,Coquimbo,CL,60.53,clear sky,-29.9533,-71.3436,Punto de encuentro
83,Georgetown,MY,82.33,few clouds,5.4112,100.3354,Cititel Penang
84,Maues,BR,74.44,overcast clouds,-3.3836,-57.7186,Hotel Miramar
85,Hilo,US,76.73,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
90,Kavaratti,IN,80.87,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
91,Pitimbu,BR,79.7,clear sky,-7.4706,-34.8086,Reserva do Abiaí
92,Guilin,CN,54.75,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
93,Souillac,MU,79.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
